location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location
8559,183,2024-09-22,23,Utilitaire,Diesel,Aéroport,389.0,2507.41,False,False,False
8560,1190,2024-06-30,19,Citadine,Essence,Centre-ville,286.0,2076.91,False,False,False
8561,444,2024-09-22,20,Citadine,Électrique,Centre-ville,312.0,621.41,False,False,False
8562,3371,2024-06-05,13,Berline,Diesel,Aéroport,734.0,496.21,False,True,False
8563,1027,2024-08-22,29,Citadine,Hybride,Aéroport,445.0,1031.63,False,False,False
8564,4683,2025-01-14,24,SUV,Essence,Aéroport,980.0,2028.1,False,False,False
8565,2206,2024-03-31,24,SUV,Essence,Aéroport,780.0,2813.79,False,False,False
8566,4633,2024-07-13,12,SUV,Essence,Centre-ville,610.0,460.87,False,False,True
8567,4788,2025-02-09,22,Citadine,Hybride,Aéroport,184.0,1796.41,False,False,False
8568,180,2024-05-26,16,SUV,Électrique,Aéroport,614.0,512.19,True,False,False
8569,1189,2024-07-08,27,Citadine,Électrique,Aéroport,138.0,1282.28,False,False,True
8570,228,2024-03-21,6,Citadine,Essence,Gare,505.0,384.22,False,False,False
8571,2612,2024-08-25,16,Citadine,Diesel,Gare,362.0,1817.48,True,True,False
8572,2767,2024-11-05,19,Citadine,Hybride,Gare,326.0,1218.86,False,False,False
8573,2250,2025-02-10,14,SUV,Hybride,Aéroport,454.0,957.93,False,False,False
8574,2776,2024-12-12,5,Citadine,Essence,Gare,841.0,277.35,False,False,False
8575,4885,2025-01-25,28,SUV,Essence,Aéroport,59.0,1963.0,False,False,False
8576,1142,2024-12-28,9,Citadine,Diesel,Gare,974.0,1027.41,False,True,False
8577,4634,2024-03-05,1,Citadine,Diesel,Aéroport,825.0,67.53,False,True,False
8578,959,2024-04-03,11,SUV,Essence,Centre-ville,737.0,1014.3,False,True,False
8579,2507,2025-01-16,27,SUV,Essence,Aéroport,84.0,2414.75,False,False,False
8580,1216,2024-07-19,15,Berline,Diesel,Aéroport,270.0,711.64,False,False,True
8581,3754,2024-09-03,19,Citadine,Essence,Centre-ville,480.0,640.03,False,False,True
8582,3315,2024-02-27,13,Citadine,Diesel,Centre-ville,662.0,1208.47,True,False,False
8583,4569,2024-07-08,24,Citadine,Diesel,Aéroport,84.0,1619.57,False,True,True
8584,2194,2024-10-13,5,Citadine,Diesel,Aéroport,152.0,182.99,True,False,True
8585,4922,2025-01-05,11,SUV,Hybride,Aéroport,697.0,1228.45,False,False,False
8586,132,2024-07-08,1,Citadine,Essence,Centre-ville,873.0,95.86,False,True,True
8587,2460,2024-10-25,2,SUV,Diesel,Gare,466.0,127.63,False,False,False
8588,121,2024-07-02,3,Citadine,Diesel,Aéroport,,289.4,True,True,False
8589,920,2025-02-01,7,SUV,Diesel,Centre-ville,609.0,564.18,True,True,False
8590,2553,2024-11-03,17,SUV,Électrique,Aéroport,517.0,1214.36,False,False,False
8591,1568,2025-01-29,15,Citadine,Essence,Gare,307.0,1185.18,True,False,False
8592,2504,2024-12-02,1,Berline,Essence,Centre-ville,827.0,105.55,False,False,False
8593,3528,2024-04-22,15,Citadine,Essence,Gare,356.0,1601.23,True,False,False
8594,4809,2024-08-31,1,SUV,Diesel,Aéroport,289.0,105.12,False,False,False
8595,4143,2024-02-26,9,Berline,Diesel,Aéroport,411.0,1071.42,True,True,False
8596,4474,2024-08-17,17,Citadine,Électrique,Gare,98.0,1034.95,False,False,True
8597,513,2024-05-29,15,Citadine,Hybride,Aéroport,507.0,528.58,True,True,False
8598,4599,2024-04-01,16,Utilitaire,Diesel,Aéroport,778.0,1597.18,False,False,False
8599,2857,2024-02-27,28,SUV,Électrique,Aéroport,783.0,2515.15,False,True,False
8600,1838,2024-11-30,26,Citadine,Électrique,Aéroport,488.0,2462.47,False,False,False
8601,3407,2024-08-27,18,Citadine,Diesel,Aéroport,656.0,604.99,False,False,False
8602,4032,2024-12-01,27,Citadine,Diesel,Gare,,1638.29,False,False,False
8603,4310,2024-06-28,16,Utilitaire,Essence,Gare,546.0,1336.01,False,False,False
8604,2298,2024-11-23,13,Citadine,Hybride,Aéroport,278.0,422.93,False,False,False
8605,3500,2024-10-03,21,Berline,Hybride,Centre-ville,684.0,647.12,True,False,False
8606,1759,2024-11-18,12,Berline,Diesel,Aéroport,221.0,939.35,False,True,True
8607,499,2024-04-22,21,Citadine,Diesel,Centre-ville,642.0,733.11,False,False,False
8608,2166,2024-04-10,15,SUV,Hybride,Centre-ville,94.0,632.9,False,True,True
8609,3123,2024-03-07,27,Citadine,Essence,Gare,121.0,1725.22,False,False,False
8610,244,2024-04-05,25,SUV,Hybride,Aéroport,852.0,1835.31,False,False,False
8611,1536,2024-05-04,2,Citadine,Essence,Aéroport,227.0,103.7,False,False,False
8612,2809,2024-09-07,7,Berline,Essence,Aéroport,743.0,749.72,False,True,False
8613,2182,2025-02-18,24,Citadine,Diesel,Centre-ville,822.0,1992.08,False,True,False
8614,201,2024-11-08,7,Citadine,Hybride,Gare,814.0,681.24,False,True,True
8615,4028,2024-05-31,5,SUV,Hybride,Centre-ville,995.0,452.82,False,False,True
8616,1231,2024-03-08,29,Berline,Hybride,Aéroport,337.0,2150.69,True,False,False
8617,407,2024-11-07,20,Utilitaire,Diesel,Centre-ville,967.0,710.17,False,False,False
8618,1285,2025-02-17,1,Citadine,Hybride,Gare,874.0,81.6,False,False,False
8619,3366,2024-05-02,8,Citadine,Hybride,Aéroport,492.0,926.58,False,False,False
8620,2120,2024-12-16,30,SUV,Diesel,Aéroport,307.0,1018.55,False,False,False
8621,1543,2025-01-27,21,Berline,Diesel,Gare,303.0,1645.38,False,False,True
8622,1373,2025-02-01,25,Citadine,Essence,Gare,689.0,955.4,False,True,False
8623,1593,2024-05-09,21,SUV,Essence,Gare,799.0,889.28,False,False,True
8624,2194,2024-08-25,14,Citadine,Essence,Aéroport,104.0,1586.54,True,False,True
8625,1558,2024-12-24,18,SUV,Essence,Gare,591.0,1679.63,False,False,True
8626,4804,2024-12-10,19,Berline,Hybride,Centre-ville,550.0,2227.24,False,False,False
8627,619,2024-10-04,11,Citadine,Diesel,Aéroport,777.0,540.16,True,False,False
8628,4951,2024-03-29,4,Citadine,Diesel,Centre-ville,865.0,193.18,False,True,False
8629,2479,2025-01-11,24,Utilitaire,Essence,Gare,181.0,1101.11,False,False,False
8630,4233,2024-11-21,13,SUV,Diesel,Aéroport,315.0,1421.68,False,True,True
8631,679,2025-01-29,24,Citadine,Électrique,Gare,553.0,1289.21,False,True,False
8632,3585,2024-04-10,5,Citadine,Diesel,Gare,887.0,265.96,False,False,True
8633,3596,2025-02-05,6,SUV,Essence,Aéroport,51.0,351.6,False,False,True
8634,900,2024-10-08,4,Citadine,Essence,Gare,324.0,150.25,False,False,False
8635,2201,2024-12-03,21,Utilitaire,Diesel,Gare,769.0,2154.43,False,False,True
8636,3407,2024-10-27,28,Citadine,Diesel,Aéroport,,2479.71,False,False,False
8637,3760,2025-01-04,13,Citadine,Diesel,Aéroport,122.0,1055.76,False,False,True
8638,4564,2024-08-03,26,Citadine,Hybride,Aéroport,824.0,1175.21,False,True,True
8639,3609,2024-11-28,23,Citadine,Diesel,Gare,408.0,740.32,False,False,True
8640,3650,2024-05-14,19,Citadine,Électrique,Gare,341.0,1144.42,False,False,False
8641,297,2024-06-08,21,Berline,Essence,Aéroport,221.0,1939.75,False,False,False
8642,1351,2024-08-11,2,Citadine,Essence,Aéroport,974.0,69.67,False,False,False
8643,4986,2025-01-08,2,SUV,Hybride,Aéroport,,155.24,False,False,False
8644,203,2024-09-28,1,SUV,Électrique,Aéroport,319.0,88.44,False,False,False
8645,1856,2024-07-14,15,Citadine,Hybride,Aéroport,390.0,1679.34,False,False,True
8646,4253,2024-05-16,13,Citadine,Hybride,Gare,104.0,511.61,False,False,False
8647,3889,2024-09-27,1,SUV,Diesel,Centre-ville,188.0,116.89,False,False,False
8648,1339,2024-09-30,3,SUV,Diesel,Gare,430.0,113.01,False,False,False
8649,3775,2024-09-04,15,Utilitaire,Diesel,Gare,897.0,1677.15,False,False,False
8650,1929,2024-05-03,6,SUV,Diesel,Centre-ville,450.0,434.23,False,False,False
8651,2879,2024-06-05,7,SUV,Électrique,Aéroport,949.0,741.32,False,False,False
8652,1289,2024-07-04,8,SUV,Essence,Aéroport,796.0,402.57,False,True,True
8653,2807,2024-12-28,10,Citadine,Électrique,Centre-ville,733.0,1010.13,False,False,False
8654,4200,2024-09-21,11,Citadine,Essence,Aéroport,,950.36,False,False,False
8655,2761,2025-02-14,28,Citadine,Essence,Centre-ville,704.0,2993.26,False,False,False
8656,2150,2024-12-29,4,SUV,Essence,Aéroport,368.0,310.41,True,False,False
8657,4892,2024-09-11,19,Utilitaire,Hybride,Aéroport,933.0,945.14,False,False,True
8658,2500,2024-08-18,18,SUV,Diesel,Centre-ville,582.0,2027.46,False,False,False
8659,614,2024-06-06,6,SUV,Diesel,Gare,630.0,511.37,False,True,False
8660,4156,2024-07-10,27,Citadine,Essence,Aéroport,559.0,2838.46,False,False,False
8661,2930,2024-09-20,10,Berline,Essence,Centre-ville,,616.85,False,True,False
8662,480,2024-08-15,4,SUV,Électrique,Aéroport,860.0,373.79,True,False,True
8663,3252,2024-10-19,8,SUV,Essence,Gare,554.0,824.31,False,False,False
8664,1560,2024-08-16,7,Citadine,Diesel,Centre-ville,937.0,836.8,False,False,False
8665,3474,2024-11-18,21,Citadine,Essence,Centre-ville,,1413.56,False,False,False
8666,4263,2024-12-24,22,Berline,Essence,Gare,955.0,2322.33,True,False,False
8667,1122,2024-05-19,4,Utilitaire,Essence,Aéroport,926.0,330.94,False,False,True
8668,806,2024-10-30,13,Berline,Essence,Aéroport,779.0,483.91,False,False,False
8669,1219,2024-04-15,18,Berline,Diesel,Aéroport,176.0,684.91,True,False,False
8670,2779,2024-09-21,30,SUV,Essence,Aéroport,142.0,1842.64,False,True,False
8671,3560,2024-08-25,10,Utilitaire,Électrique,Centre-ville,,825.69,False,False,False
8672,2623,2024-03-12,13,Citadine,Essence,Aéroport,496.0,763.01,False,False,False
8673,4123,2025-02-18,23,Berline,Électrique,Aéroport,777.0,1614.12,False,False,True
8674,4777,2024-08-30,23,Citadine,Électrique,Aéroport,767.0,2544.97,False,False,False
8675,3567,2024-09-28,20,SUV,Essence,Gare,690.0,1498.88,False,True,False
8676,234,2024-04-24,4,Citadine,Hybride,Aéroport,432.0,329.44,False,True,True
8677,824,2024-03-24,28,Citadine,Diesel,Centre-ville,454.0,3314.35,False,False,True
8678,733,2024-03-16,5,Citadine,Essence,Aéroport,448.0,182.36,False,False,True
8679,3464,2024-07-10,22,Utilitaire,Hybride,Centre-ville,924.0,1026.1,False,False,True
8680,4382,2024-02-29,12,Citadine,Diesel,Gare,673.0,899.18,False,False,False
8681,1560,2024-09-26,23,Citadine,Électrique,Aéroport,639.0,1116.55,False,False,False
8682,2764,2025-02-01,25,Utilitaire,Essence,Centre-ville,909.0,936.72,False,True,False
8683,859,2024-12-14,19,Citadine,Diesel,Aéroport,412.0,998.19,False,False,True
8684,595,2024-10-19,27,Citadine,Diesel,Centre-ville,180.0,3153.46,True,True,True
8685,4956,2024-11-24,25,Citadine,Hybride,Centre-ville,786.0,2798.27,False,False,False
8686,3694,2024-12-02,2,SUV,Essence,Centre-ville,687.0,75.86,False,False,True
8687,2322,2024-12-27,2,Citadine,Électrique,Aéroport,309.0,84.91,False,True,True
8688,3639,2024-05-22,11,Citadine,Diesel,Gare,933.0,390.54,False,False,False
8689,665,2025-01-25,9,Berline,Essence,Centre-ville,530.0,1005.64,False,False,False
8690,1852,2024-06-12,1,Berline,Essence,Centre-ville,822.0,92.77,False,False,False
8691,384,2024-10-03,29,SUV,Diesel,Gare,577.0,1261.09,False,False,False
8692,3104,2024-08-31,6,SUV,Hybride,Gare,200.0,416.84,False,True,True
8693,264,2025-01-16,4,Citadine,Essence,Gare,953.0,203.73,True,False,False
8694,4406,2024-08-20,13,SUV,Essence,Aéroport,92.0,1055.16,False,True,False
8695,1674,2024-04-05,18,Berline,Diesel,Centre-ville,307.0,1211.89,False,True,True
8696,236,2025-01-09,16,Utilitaire,Diesel,Gare,788.0,789.21,False,True,False
8697,518,2024-04-07,28,Citadine,Hybride,Aéroport,982.0,2732.57,True,False,False
8698,3745,2024-03-24,4,SUV,Essence,Centre-ville,415.0,279.34,False,True,False
8699,4890,2024-07-13,17,SUV,Essence,Centre-ville,411.0,1144.97,False,False,True
8700,2969,2024-12-22,4,Citadine,Essence,Centre-ville,420.0,362.72,False,False,False
8701,3952,2024-06-07,30,Citadine,Diesel,Centre-ville,992.0,2136.14,False,False,False
8702,600,2024-11-14,24,Citadine,Hybride,Centre-ville,,1275.75,False,False,False
8703,3083,2024-06-14,8,SUV,Essence,Aéroport,704.0,569.87,True,False,False
8704,3854,2024-04-08,13,Citadine,Électrique,Centre-ville,338.0,1056.45,False,True,True
8705,1538,2024-04-08,29,Citadine,Essence,Centre-ville,522.0,1132.13,False,False,False
8706,3604,2025-01-30,12,Utilitaire,Diesel,Gare,754.0,365.53,False,False,False
8707,2654,2024-03-16,10,SUV,Essence,Aéroport,202.0,461.76,False,False,False
8708,4337,2024-03-11,21,Berline,Diesel,Gare,,2322.76,False,False,True
8709,3339,2024-07-29,16,SUV,Hybride,Aéroport,486.0,1623.91,True,False,False
8710,2882,2025-01-07,6,SUV,Diesel,Aéroport,662.0,346.35,False,True,False
8711,1414,2024-02-27,20,Berline,Essence,Aéroport,96.0,1345.51,False,False,False
8712,2236,2024-03-14,6,Citadine,Diesel,Aéroport,139.0,289.06,False,True,False
8713,1162,2024-06-19,20,SUV,Essence,Gare,947.0,640.85,True,False,False
8714,4754,2024-09-02,18,Citadine,Essence,Gare,684.0,1941.36,True,False,False
8715,3113,2024-04-28,24,SUV,Hybride,Gare,891.0,2163.61,False,False,False
8716,4299,2025-01-13,6,Citadine,Hybride,Centre-ville,443.0,617.75,False,False,False
8717,524,2024-12-10,26,Citadine,Essence,Aéroport,548.0,1561.77,True,False,True
8718,2397,2024-06-29,21,Citadine,Hybride,Aéroport,790.0,637.5,False,False,False
8719,3943,2024-12-25,6,Citadine,Hybride,Aéroport,743.0,660.86,True,False,False
8720,692,2024-04-18,13,Citadine,Essence,Gare,610.0,417.35,False,False,False
8721,3051,2024-03-24,10,Berline,Essence,Aéroport,261.0,657.74,False,False,False
8722,759,2024-09-16,6,Berline,Essence,Aéroport,264.0,285.53,False,False,True
8723,3081,2024-03-14,13,Citadine,Diesel,Aéroport,649.0,626.65,False,False,False
8724,1241,2025-02-24,23,Berline,Hybride,Gare,535.0,1714.69,False,False,False
8725,3323,2025-01-26,16,Berline,Hybride,Aéroport,143.0,1783.75,False,False,False
8726,3749,2024-06-26,15,Citadine,Essence,Centre-ville,621.0,984.06,False,False,True
8727,4629,2025-02-01,22,Citadine,Essence,Aéroport,659.0,1454.69,True,True,True
8728,4796,2024-10-13,11,Berline,Hybride,Gare,746.0,891.55,False,False,False
8729,2824,2024-07-17,20,Citadine,Essence,Aéroport,390.0,2168.41,False,False,True
8730,4764,2024-07-25,20,Citadine,Essence,Gare,831.0,964.96,True,True,False
8731,1655,2024-11-14,20,Citadine,Diesel,Aéroport,944.0,916.55,False,False,False
8732,4281,2024-06-30,18,Berline,Électrique,Gare,184.0,1238.68,False,False,False
8733,3301,2024-03-21,30,SUV,Essence,Centre-ville,973.0,1422.09,False,True,False
8734,693,2025-02-06,2,Berline,Diesel,Aéroport,144.0,166.92,False,False,False
8735,1897,2024-10-14,16,SUV,Essence,Gare,919.0,835.38,False,False,True
8736,3696,2024-09-05,29,Berline,Hybride,Gare,373.0,1977.45,False,False,False
8737,2056,2024-08-02,22,SUV,Diesel,Aéroport,827.0,2068.26,False,True,True
8738,4925,2024-09-15,18,Berline,Diesel,Aéroport,367.0,1070.98,False,False,False
8739,2242,2024-07-20,10,SUV,Hybride,Centre-ville,750.0,673.39,False,False,False
8740,1252,2024-03-05,25,Citadine,Diesel,Gare,110.0,1077.77,False,True,False
8741,1651,2024-03-24,3,Citadine,Essence,Centre-ville,238.0,197.08,False,True,True
8742,207,2024-10-10,15,SUV,Diesel,Aéroport,665.0,1427.96,False,False,True
8743,2071,2025-01-24,19,Utilitaire,Essence,Gare,934.0,1430.52,False,True,False
8744,78,2024-10-12,6,Citadine,Essence,Gare,,281.64,False,True,False
8745,319,2024-11-04,11,Citadine,Diesel,Gare,72.0,363.2,False,False,False
8746,1877,2024-09-07,26,SUV,Diesel,Gare,795.0,2927.54,False,True,True
8747,896,2025-01-11,4,Citadine,Électrique,Aéroport,70.0,136.16,False,False,True
8748,2324,2024-10-28,21,Citadine,Essence,Aéroport,429.0,2393.5,False,True,False
8749,3235,2024-07-20,3,Citadine,Diesel,Aéroport,850.0,104.97,False,False,True
8750,4718,2024-06-04,5,Citadine,Hybride,Aéroport,183.0,240.79,False,True,True
8751,1875,2024-12-02,21,Citadine,Essence,Gare,175.0,1018.87,False,True,False
8752,1051,2024-05-10,28,Citadine,Essence,Aéroport,,1181.34,False,False,False
8753,4438,2024-10-18,20,SUV,Hybride,Aéroport,985.0,2186.41,False,False,True
8754,3600,2024-08-04,20,SUV,Essence,Gare,74.0,2002.09,True,False,False
8755,3523,2024-07-17,17,Utilitaire,Hybride,Aéroport,369.0,634.57,False,False,True
8756,2093,2025-02-07,18,SUV,Diesel,Centre-ville,650.0,1990.8,False,False,False
8757,1061,2024-09-03,18,Utilitaire,Essence,Aéroport,394.0,569.21,False,False,True
8758,2854,2024-06-22,19,SUV,Diesel,Centre-ville,941.0,1920.7,True,True,True
8759,4081,2024-08-30,28,Utilitaire,Essence,Gare,914.0,1213.21,False,False,False
8760,4937,2025-01-31,9,Berline,Essence,Centre-ville,824.0,347.03,False,False,False
8761,4276,2024-05-23,30,Utilitaire,Électrique,Gare,407.0,1546.53,False,False,False
8762,1718,2024-05-17,2,SUV,Diesel,Centre-ville,608.0,211.11,False,False,True
8763,4726,2024-10-10,20,Berline,Hybride,Aéroport,582.0,993.49,False,False,False
8764,3001,2024-07-06,8,Citadine,Essence,Centre-ville,595.0,345.47,False,False,True
8765,1865,2025-02-02,30,Citadine,Électrique,Aéroport,444.0,2780.42,True,True,False
8766,4204,2024-06-29,8,Utilitaire,Diesel,Centre-ville,968.0,872.69,False,True,True
8767,4685,2024-09-28,4,Utilitaire,Hybride,Gare,150.0,335.04,False,False,True
8768,4997,2024-05-07,25,Utilitaire,Diesel,Centre-ville,922.0,2654.67,False,False,False
8769,4287,2024-09-09,9,SUV,Essence,Gare,279.0,911.05,False,False,True
8770,3129,2025-02-16,13,Citadine,Essence,Centre-ville,719.0,1171.03,False,False,False
8771,1465,2024-10-07,23,Citadine,Diesel,Aéroport,432.0,1350.15,False,False,False
8772,748,2024-09-17,15,Citadine,Essence,Centre-ville,381.0,1408.46,True,True,True
8773,1678,2024-05-20,9,SUV,Diesel,Gare,621.0,583.5,True,False,False
8774,4333,2024-08-22,30,SUV,Essence,Centre-ville,750.0,1356.51,False,True,False
8775,261,2024-11-26,4,Citadine,Électrique,Centre-ville,546.0,445.06,False,False,False
8776,3833,2024-07-14,26,Citadine,Électrique,Aéroport,423.0,1815.41,True,False,True
8777,2437,2024-06-18,6,Berline,Essence,Aéroport,,539.72,False,False,False
8778,3287,2025-02-20,15,SUV,Hybride,Gare,967.0,1590.5,False,False,True
8779,1481,2024-09-29,29,SUV,Essence,Aéroport,229.0,3348.44,False,True,True
8780,1514,2024-10-03,21,Citadine,Diesel,Gare,508.0,1098.06,False,True,False
8781,29,2024-07-17,1,Utilitaire,Diesel,Aéroport,472.0,95.67,True,True,True
8782,4435,2024-07-28,26,Utilitaire,Essence,Aéroport,635.0,2329.91,False,False,False
8783,2230,2025-02-01,20,Citadine,Essence,Gare,897.0,1939.01,False,True,False
8784,3449,2024-10-20,9,Citadine,Diesel,Aéroport,,660.62,False,False,False
8785,4753,2025-02-16,26,Citadine,Diesel,Aéroport,987.0,1357.01,True,False,True
8786,1378,2025-02-05,16,Citadine,Essence,Centre-ville,532.0,1536.75,True,True,False
8787,881,2024-05-28,3,Utilitaire,Essence,Centre-ville,55.0,334.78,False,False,True
8788,2280,2024-09-02,7,Citadine,Diesel,Aéroport,515.0,361.82,True,False,True
8789,1037,2024-06-08,23,Utilitaire,Diesel,Aéroport,140.0,1187.94,False,True,False
8790,1536,2024-11-20,1,Citadine,Essence,Gare,602.0,101.45,False,False,False
8791,4700,2024-04-11,26,Citadine,Hybride,Gare,135.0,2050.51,False,False,False
8792,4126,2024-05-21,13,Utilitaire,Essence,Gare,499.0,1539.15,False,False,False
8793,4054,2024-07-20,2,Berline,Diesel,Aéroport,529.0,66.87,False,False,False
8794,801,2025-02-07,27,Utilitaire,Diesel,Aéroport,492.0,2886.13,False,True,False
8795,3047,2025-02-07,13,Berline,Hybride,Gare,482.0,690.65,False,False,False
8796,4120,2025-01-17,25,Citadine,Essence,Aéroport,196.0,1437.59,False,False,False
8797,4504,2024-10-08,26,SUV,Diesel,Gare,608.0,2195.01,False,False,True
8798,2533,2025-01-21,29,Berline,Essence,Centre-ville,841.0,3405.69,False,False,False
8799,2671,2024-10-20,26,Citadine,Électrique,Aéroport,342.0,1642.14,False,True,False
8800,3837,2024-11-14,10,Berline,Essence,Aéroport,825.0,1163.44,False,False,False
8801,1049,2025-01-27,2,SUV,Hybride,Aéroport,491.0,202.71,False,False,True
8802,2672,2024-03-13,13,SUV,Électrique,Centre-ville,116.0,1018.6,False,True,False
8803,897,2024-05-28,15,Citadine,Hybride,Aéroport,276.0,1527.89,False,False,False
8804,298,2024-08-10,8,Citadine,Hybride,Aéroport,841.0,922.89,False,False,False
8805,904,2024-02-29,25,Berline,Électrique,Aéroport,939.0,2693.0,False,True,False
8806,1307,2024-04-25,25,Citadine,Essence,Gare,392.0,2850.89,False,False,False
8807,942,2024-05-17,4,Citadine,Hybride,Gare,63.0,348.36,False,True,False
8808,4645,2024-12-17,7,Berline,Diesel,Centre-ville,456.0,649.63,False,True,False
8809,4470,2024-05-14,17,Citadine,Hybride,Centre-ville,155.0,1319.4,False,False,False
8810,3222,2024-02-27,15,SUV,Essence,Centre-ville,194.0,1197.56,False,False,True
8811,4760,2024-12-24,16,Utilitaire,Hybride,Aéroport,343.0,574.53,False,False,False
8812,543,2025-01-30,12,Citadine,Diesel,Centre-ville,435.0,761.87,False,True,True
8813,4349,2025-01-09,16,SUV,Essence,Aéroport,178.0,1445.32,True,False,False
8814,3714,2024-10-09,5,Utilitaire,Essence,Gare,193.0,253.5,False,False,True
8815,4368,2024-08-12,14,SUV,Diesel,Gare,153.0,1083.95,False,False,True
8816,1780,2024-12-15,7,Berline,Essence,Gare,982.0,299.25,False,False,True
8817,31,2024-05-06,2,Citadine,Hybride,Centre-ville,755.0,121.09,False,False,False
8818,3246,2024-07-30,30,SUV,Électrique,Gare,968.0,1882.29,False,True,True
8819,2391,2024-03-03,20,SUV,Diesel,Aéroport,390.0,2112.43,False,True,True
8820,671,2024-07-22,28,Citadine,Hybride,Aéroport,980.0,889.97,False,False,True
8821,30,2024-07-31,18,Citadine,Essence,Aéroport,82.0,1601.51,True,False,False
8822,4572,2024-12-13,8,Citadine,Électrique,Gare,660.0,532.6,False,False,False
8823,531,2024-09-12,23,SUV,Électrique,Centre-ville,323.0,1488.85,False,False,True
8824,2341,2025-02-19,2,Citadine,Électrique,Gare,681.0,208.88,False,False,False
8825,4657,2024-03-25,10,Utilitaire,Diesel,Centre-ville,599.0,1140.64,False,False,False
8826,3192,2025-02-09,17,SUV,Essence,Centre-ville,928.0,1814.1,False,False,False
8827,2077,2024-09-06,29,Citadine,Essence,Centre-ville,454.0,985.31,False,False,False
8828,4831,2024-08-19,10,SUV,Hybride,Centre-ville,138.0,543.27,True,False,False
8829,112,2024-03-19,1,SUV,Électrique,Gare,217.0,74.12,False,False,False
8830,1011,2025-02-20,6,Citadine,Essence,Aéroport,265.0,580.8,False,False,True
8831,2587,2024-05-18,3,SUV,Essence,Aéroport,839.0,233.99,True,False,False
8832,4498,2024-04-23,7,Citadine,Hybride,Aéroport,691.0,547.48,False,True,False
8833,1586,2024-06-22,29,SUV,Hybride,Gare,,2355.64,False,True,False
8834,1831,2024-07-27,2,Citadine,Essence,Centre-ville,159.0,176.92,False,False,False
8835,198,2024-03-04,8,SUV,Hybride,Aéroport,339.0,420.53,False,True,False
8836,1796,2024-11-08,24,SUV,Essence,Aéroport,839.0,1606.03,False,False,False
8837,470,2024-04-29,11,Citadine,Essence,Centre-ville,242.0,722.59,False,False,False
8838,2264,2024-10-15,6,SUV,Essence,Centre-ville,165.0,214.1,False,False,True
8839,2498,2025-02-08,16,Berline,Essence,Gare,58.0,1745.65,False,False,False
8840,854,2024-08-23,4,SUV,Diesel,Centre-ville,283.0,174.03,True,False,False
8841,1108,2024-09-12,23,Utilitaire,Essence,Gare,897.0,1726.51,False,True,True
8842,3260,2024-06-18,9,SUV,Hybride,Gare,986.0,511.02,False,False,False
8843,3009,2025-02-05,7,Berline,Diesel,Gare,50.0,341.45,False,True,True
8844,3934,2024-11-01,24,Citadine,Électrique,Aéroport,153.0,1869.54,False,True,False
8845,4330,2024-10-20,9,Berline,Essence,Gare,,1036.16,False,False,True
8846,4614,2024-03-19,16,Citadine,Diesel,Aéroport,902.0,653.19,False,True,False
8847,594,2024-12-19,15,Citadine,Essence,Aéroport,985.0,1346.25,False,True,True
8848,2118,2024-09-01,25,Citadine,Diesel,Gare,189.0,2381.77,False,False,False
8849,3434,2025-02-06,23,SUV,Électrique,Gare,229.0,1472.76,False,False,False
8850,517,2024-10-26,3,SUV,Essence,Aéroport,788.0,149.08,False,False,False
8851,3658,2024-12-29,13,SUV,Hybride,Gare,,1141.91,False,True,False
8852,325,2024-08-31,19,SUV,Diesel,Aéroport,480.0,995.67,True,True,False
8853,3824,2024-08-27,1,Citadine,Hybride,Aéroport,114.0,71.86,False,False,True
8854,2087,2024-11-27,22,SUV,Essence,Centre-ville,625.0,1313.81,False,False,True
8855,97,2024-08-01,27,SUV,Essence,Centre-ville,536.0,1824.58,False,False,False
8856,553,2025-02-01,28,SUV,Essence,Aéroport,146.0,3328.77,False,False,False
8857,2960,2024-05-05,6,Citadine,Diesel,Aéroport,53.0,376.72,False,False,True
8858,3891,2024-05-08,18,Citadine,Essence,Centre-ville,235.0,884.64,False,False,False
8859,3743,2024-05-28,30,Utilitaire,Essence,Aéroport,976.0,1615.88,False,False,True
8860,3610,2024-04-16,28,Berline,Électrique,Centre-ville,848.0,1644.84,False,True,False
8861,4491,2024-12-30,7,Berline,Hybride,Aéroport,874.0,448.02,False,False,False
8862,1991,2024-12-15,6,SUV,Diesel,Gare,706.0,590.29,False,False,False
8863,4578,2024-09-19,27,Citadine,Essence,Aéroport,185.0,1356.54,False,False,True
8864,3907,2024-09-30,17,Citadine,Diesel,Aéroport,969.0,557.43,False,True,False
8865,3903,2024-05-08,22,Citadine,Essence,Gare,121.0,2373.94,False,True,False
8866,4174,2024-06-28,3,SUV,Essence,Aéroport,123.0,356.18,True,False,False
8867,2268,2025-02-22,11,SUV,Essence,Gare,150.0,600.44,True,True,True
8868,712,2025-01-15,16,Citadine,Essence,Gare,398.0,1198.19,False,False,False
8869,3171,2024-09-06,10,Citadine,Diesel,Aéroport,353.0,1097.6,False,True,True
8870,2931,2024-11-26,13,SUV,Hybride,Aéroport,712.0,1182.81,True,False,True
8871,2102,2025-01-07,27,SUV,Essence,Aéroport,709.0,2814.83,False,True,True
8872,1330,2024-08-20,10,Citadine,Électrique,Gare,239.0,444.39,False,False,True
8873,421,2024-09-17,20,Citadine,Diesel,Gare,609.0,1783.47,True,True,True
